6.7905,6.9636,7.1068,7.5965,7.812,7.4033,7.4571,6.999,7.1919,6.6066
9.1051,9.3449,9.5216,10.146,10.451,9.9012,9.9724,9.3949,9.6471,8.8701
6.768,6.9395,7.0801,7.5595,7.7723,7.347,7.4107,6.9803,7.163,6.5907
8.0387,8.2619,8.4124,9.0086,9.2766,8.7436,8.8095,8.3287,8.5151,7.839
5.8388,5.997,6.1047,6.4952,6.6999,6.3319,6.3837,6.0329,6.1798,5.6925
5.2287,5.3609,5.469,5.8527,6.0298,5.604,5.6442,5.3708,5.527,5.0747
7.5418,7.7527,7.9023,8.3966,8.639,8.1901,8.2486,7.8116,7.9992,7.3508
5.5935,5.7545,5.8569,6.2423,6.418,6.0725,6.1163,5.7877,5.9277,5.453
7.953,8.2013,8.3538,8.9344,9.2068,8.6535,8.7191,8.2529,8.4346,7.7479
5.1709,5.3199,5.4415,5.7759,5.8858,5.6339,5.6744,5.3614,5.5031,5.0514
5.1755,5.3455,5.4934,5.8448,5.9429,5.6637,5.7028,5.3784,5.5374,5.0233
6.5849,6.7516,6.8815,7.3366,7.5626,7.1437,7.1957,6.7904,6.9626,6.3881
5.1827,5.3339,5.4531,5.8082,6.0258,5.6638,5.7038,5.3656,5.5203,5.0673
5.5952,5.7391,5.8394,6.2389,6.44,6.0646,6.126,5.7721,5.9109,5.4471
5.9395,6.0962,6.2001,6.6156,6.8269,6.4249,6.4722,6.1305,6.2747,5.7867
8.323,8.552,8.7108,9.2984,9.6064,9.0454,9.1093,8.6071,8.8103,8.0932
4.5575,4.6765,4.6687,5.0088,5.155,4.974,5.0547,4.705,4.8917,4.4498
6.0494,6.2178,6.3363,6.7455,6.9506,6.569,6.6195,6.2545,6.4131,5.8703
6.8552,7.0299,7.1542,7.6322,7.8492,7.428,7.494,7.0716,7.2392,6.663
7.6846,7.9211,8.068,8.6662,8.9251,8.3726,8.4376,7.9696,8.1675,7.485
8.6585,8.9106,9.0793,9.6993,10.018,9.4301,9.5077,8.9672,9.1933,8.4183
5.2974,5.4617,5.5581,5.9139,6.0851,5.7638,5.8049,5.4938,5.6249,5.1654
7.2376,7.4177,7.5465,8.0285,8.2961,7.8329,7.8886,7.4603,7.6512,7.0432
5.5578,5.716,5.8328,6.2135,6.3927,6.0572,6.1011,5.7494,5.9017,5.4169
5.3895,5.5437,5.6408,6.0326,6.2034,5.8815,5.9236,5.5758,5.7222,5.253
7.801,8.0232,8.1686,8.7077,8.9568,8.4705,8.5447,8.071,8.2677,7.584
7.3092,7.4762,7.6214,8.1745,8.4221,7.9313,7.9947,7.5281,7.7307,7.1178
5.5102,5.6515,5.7506,6.1272,6.3053,5.9734,6.0162,5.6849,5.8346,5.3564
6.1842,6.3492,6.4578,6.8861,7.096,6.7146,6.7623,6.3848,6.5359,6.0244
4.6306,4.7637,4.8718,5.1863,5.3601,5.0543,5.0911,4.7928,4.9335,4.5121
5.1621,5.2923,5.3835,5.742,5.9124,5.5889,5.63,5.3227,5.4484,5.0303
4.1914,4.2978,4.3747,4.6413,4.7746,4.5267,4.5582,4.3263,4.4197,4.0848
4.6006,4.7175,4.8017,5.1382,5.2853,5.0063,5.0431,4.7454,4.8708,4.4792
6.3062,6.4781,6.5929,7.0356,7.2363,6.8597,6.9083,6.5174,6.6884,6.1353
4.4326,4.5467,4.6269,4.934,5.0878,4.798,4.8337,4.5735,4.6825,4.315
5.9568,6.1107,6.219,6.6372,6.8221,6.4505,6.4964,6.1481,6.3004,5.7969
5.7423,5.901,6.0079,6.4148,6.5968,6.223,6.2746,5.9376,6.0794,5.595
6.1504,6.3126,6.4254,6.8643,7.0564,6.6825,6.7315,6.3498,6.5001,5.9858
5.0241,5.1636,5.2541,5.5984,5.7749,5.4543,5.4935,5.1942,5.3175,4.8932
6.152,6.3077,6.4158,6.8243,7.0437,6.6546,6.7013,6.3434,6.489,5.9957
5.3642,5.5046,5.5995,5.971,6.1407,5.8131,5.8556,5.536,5.6651,5.2285
