2005,2008,2009,2010,2011,2012,2013,2014,2015,2016
0.66382,0.68252,0.69445,0.73579,0.75496,0.71818,0.7234,0.68635,0.70217,0.64658
NaN,0.79508,0.81088,0.86441,0.88878,0.84373,0.84764,0.79893,0.82011,0.75625
0.57037,0.5851,0.59538,0.63035,0.64749,0.61506,0.61951,0.58813,0.60178,0.55533
0.73917,0.75809,0.7717,0.82065,0.84651,0.79956,0.80408,0.76294,0.78072,0.72019
0.63727,0.65412,0.66536,0.70572,0.72365,0.68939,0.69394,0.65792,0.67333,0.62103
0.53965,0.55348,0.56273,0.59763,0.61349,0.58419,0.588,0.55647,0.56916,0.52643
0.541,0.55396,0.56499,0.59887,0.6152,0.58511,0.58889,0.55868,0.57215,0.5278
0.54007,0.5541,0.56333,0.59561,0.61157,0.58166,0.58526,0.55721,0.56913,0.52598
0.47736,0.49054,0.49918,0.53302,0.54805,0.51925,0.52338,0.49338,0.50566,0.46566
0.43307,0.44499,0.45345,0.48393,0.49867,0.47025,0.47354,0.44764,0.45908,0.42094
0.52324,0.53686,0.54672,0.57981,0.59479,0.56623,0.56981,0.54013,0.55299,0.50843
0.48105,0.49347,0.50171,0.53251,0.55063,0.51946,0.52335,0.49613,0.50767,0.46826
0.47892,0.4916,0.50001,0.53086,0.54819,0.51767,0.52116,0.4944,0.5057,0.46689
0.3895,0.39882,0.40897,0.43771,0.44744,0.42562,0.42852,0.40204,0.41548,0.3803
0.42279,0.4345,0.44231,0.47121,0.48792,0.45885,0.46194,0.43714,0.44771,0.41193
0.45665,0.46825,0.47672,0.50797,0.52266,0.49554,0.49896,0.47089,0.4831,0.44509
0.47213,0.48381,0.49208,0.52342,0.54074,0.51081,0.51428,0.48656,0.4979,0.46006
0.39308,0.404,0.41123,0.43892,0.45261,0.42768,0.43102,0.40644,0.41637,0.38134
0.45533,0.46659,0.47461,0.5037,0.51898,0.49128,0.49474,0.46946,0.48019,0.44127
0.36416,0.3754,0.38256,0.40578,0.41914,0.39571,0.39868,0.37775,0.38709,0.35642
0.54197,0.55578,0.56586,0.60281,0.618,0.58578,0.58977,0.55895,0.57245,0.52801
0.34688,0.35569,0.36263,0.38715,0.3995,0.37551,0.37794,0.35795,0.36687,0.33689
0.36658,0.37963,0.38627,0.41272,0.42672,0.40279,0.40613,0.38177,0.38818,0.35745
0.44867,0.46068,0.4685,0.49777,0.5113,0.48551,0.48875,0.46323,0.47404,0.43538
0.36387,0.37336,0.38082,0.40768,0.41982,0.39613,0.39996,0.37624,0.38541,0.35343
0.36031,0.37175,0.37907,0.40464,0.41705,0.39307,0.39821,0.37389,0.38319,0.34942
0.41287,0.42346,0.43034,0.45894,0.47203,0.44681,0.44968,0.42561,0.43579,0.40147
0.31946,0.33151,0.33638,0.36199,0.37232,0.35104,0.35398,0.33031,0.34085,0.31048
0.37393,0.38347,0.39059,0.4177,0.42951,0.40723,0.41024,0.38568,0.39537,0.36432
0.46792,0.48105,0.48957,0.51985,0.53522,0.50722,0.51007,0.48331,0.49485,0.45432
0.4796,0.49193,0.50048,0.53377,0.54893,0.52086,0.52452,0.49467,0.50723,0.46647
0.36266,0.3719,0.3786,0.40358,0.41778,0.39285,0.39565,0.3741,0.38327,0.35359
0.35389,0.36288,0.36916,0.39436,0.40718,0.38369,0.38672,0.36493,0.3738,0.34442
0.49302,0.50562,0.51597,0.54957,0.56348,0.53461,0.53781,0.50866,0.52186,0.48024
0.52825,0.54316,0.55299,0.5891,0.60435,0.57325,0.57859,0.54679,0.55967,0.51573
0.35929,0.36881,0.37513,0.40021,0.41321,0.39004,0.39278,0.37081,0.37962,0.35025
0.35111,0.36052,0.36697,0.39119,0.40276,0.38063,0.3834,0.36265,0.3714,0.34207
0.44271,0.45424,0.46249,0.49463,0.50708,0.48104,0.48543,0.45686,0.46768,0.43149
0.32659,0.33632,0.34284,0.36607,0.37741,0.35618,0.35902,0.33739,0.34759,0.31721
0.3582,0.36716,0.37341,0.39884,0.41187,0.38748,0.39044,0.36922,0.37834,0.34887
0.31331,0.32311,0.32955,0.35002,0.35997,0.34067,0.34325,0.32319,0.3327,0.30318
0.4314,0.44251,0.45028,0.47894,0.49602,0.46711,0.47137,0.4451,0.45599,0.4192
0.31965,0.33019,0.33654,0.35806,0.36859,0.34897,0.35151,0.33215,0.34065,0.31106
0.40207,0.41211,0.41977,0.44644,0.4614,0.43539,0.43874,0.4145,0.42487,0.39174
0.50758,0.52069,0.53147,0.56533,0.58244,0.55109,0.55499,0.52398,0.53764,0.49302
0.36011,0.36956,0.37587,0.39921,0.41067,0.38944,0.39218,0.37173,0.38039,0.34954
0.4065,0.41686,0.42401,0.45324,0.46587,0.43906,0.44217,0.41923,0.42881,0.39625
0.31866,0.3288,0.33439,0.35593,0.3675,0.34658,0.34929,0.3307,0.33834,0.31062
0.41629,0.42751,0.43625,0.46576,0.4793,0.45207,0.45556,0.43118,0.44139,0.40556
0.42031,0.43246,0.44011,0.47068,0.48598,0.45679,0.46002,0.43505,0.44554,0.40918
0.35588,0.36613,0.37318,0.39616,0.40807,0.38595,0.38862,0.36895,0.37737,0.34704
0.34515,0.35414,0.36213,0.3848,0.39548,0.37521,0.37787,0.3572,0.36626,0.33494
0.38213,0.3927,0.40035,0.42561,0.43801,0.41485,0.41804,0.39571,0.40514,0.37186
0.3507,0.35998,0.36713,0.38993,0.40154,0.38062,0.38322,0.36191,0.37157,0.34163
0.33163,0.34092,0.34726,0.37209,0.38312,0.36188,0.36512,0.34318,0.35318,0.32301
