0,2005,2008,2009,2010,2011,2012,2013,2014,2015,2016
1,0.27706,0.28286,0.28638,0.29922,0.30552,0.29382,0.2956,0.28372,0.28909,0.27186
5,0.28442,0.29064,0.29438,0.30997,0.31787,0.30295,0.30523,0.29155,0.2972,0.27927
17,0.31325,0.31955,0.32282,0.33803,0.34568,0.33115,0.33351,0.32034,0.32574,0.30742
50,0.37885,0.39163,0.39718,0.4173,0.42773,0.40844,0.41121,0.39313,0.40126,0.37269
83,0.47974,0.49762,0.50327,0.5278,0.54168,0.51643,0.52045,0.49881,0.50769,0.47295
95,0.54865,0.57088,0.57773,0.60044,0.61423,0.58895,0.59349,0.57279,0.58184,0.54726
99,0.74501,0.82067,0.88314,0.91803,0.92991,0.92837,0.90211,0.83593,0.86776,0.80756
