0,2005,2008,2009,2010,2011,2012,2013,2014,2015,2016
1,0.28774,0.29411,0.31228,0.29572,0.30343,0.29731,0.29822,0.30402,0.3024,0.27499
5,0.33587,0.34286,0.34485,0.35476,0.36372,0.35269,0.35353,0.3439,0.34892,0.32149
17,0.39765,0.41154,0.41276,0.42411,0.43462,0.41538,0.42086,0.41661,0.41457,0.39244
50,0.49027,0.5076,0.50199,0.51789,0.53438,0.51247,0.51415,0.50728,0.50395,0.48693
83,0.58923,0.59641,0.59781,0.62796,0.6387,0.62045,0.62566,0.5952,0.60152,0.5803
95,0.68457,0.68644,0.67669,0.69055,0.69648,0.68301,0.68659,0.68082,0.68886,0.6739
99,0.82733,0.84365,0.8653,0.90337,0.91749,0.88801,0.88797,0.84851,0.87345,0.81066
