2005,2008,2009,2010,2011,2012,2013,2014,2015,2016
0.67322,0.67422,0.66664,0.80264,0.69769,0.68142,0.83187,0.66994,0.67084,0.66577
0.83728,0.85263,0.88121,0.9186,0.93779,0.90505,0.90373,0.85489,0.88914,0.81893
0.59125,0.6013,0.61079,0.62469,0.63304,0.61964,0.62066,0.60365,0.61401,0.58256
0.81738,0.83468,0.84938,0.88814,0.8972,0.87097,0.87222,0.84213,0.85776,0.80239
0.67927,0.692,0.68289,0.68825,0.70477,0.66811,0.67697,0.69169,0.68304,0.67685
0.57004,0.58255,0.59366,0.62657,0.64683,0.61336,0.61755,0.58781,0.6002,0.55662
0.59217,0.60629,0.61486,0.65927,0.68637,0.63867,0.64064,0.60968,0.62237,0.57803
0.5809,0.5973,0.60904,0.6581,0.67163,0.64191,0.64409,0.60123,0.62053,0.56502
0.50073,0.50763,0.51107,0.54386,0.55292,0.52881,0.53691,0.5089,0.51596,0.49316
0.47584,0.48633,0.49568,0.51929,0.53453,0.51188,0.51359,0.49062,0.50202,0.46639
0.57161,0.58524,0.59337,0.63965,0.65099,0.6267,0.6281,0.588,0.60439,0.55685
0.49031,0.49712,0.50191,0.52799,0.54478,0.51218,0.51472,0.49919,0.50451,0.48084
0.49024,0.49744,0.50206,0.52571,0.53978,0.51477,0.51843,0.49913,0.5034,0.48118
0.73605,0.71856,0.60144,0.51745,0.56976,0.56416,0.56183,0.6917,0.53027,0.72047
0.45305,0.46201,0.46759,0.48388,0.50495,0.47807,0.47935,0.46344,0.4712,0.44578
0.47067,0.47765,0.48361,0.49921,0.51078,0.49138,0.49377,0.48009,0.485,0.45977
0.48664,0.49475,0.49935,0.52485,0.54872,0.51441,0.51691,0.49649,0.50468,0.47825
0.44345,0.45421,0.45941,0.48062,0.49543,0.47489,0.47727,0.45623,0.46819,0.42746
0.47265,0.48252,0.48626,0.50205,0.51195,0.49695,0.49814,0.48404,0.49091,0.45101
0.58721,0.62495,0.68313,0.73792,0.72913,0.73891,0.73529,0.64169,0.70813,0.61512
0.57119,0.57794,0.58888,0.6434,0.66512,0.61443,0.61841,0.5818,0.59748,0.57346
0.60944,0.62637,0.6365,0.6354,0.64675,0.64296,0.64479,0.62852,0.63942,0.63485
0.52716,0.68087,0.65385,0.47883,0.5014,0.46881,0.47107,0.66391,0.55097,0.49608
0.4525,0.47959,0.48698,0.51581,0.52853,0.50516,0.50805,0.48226,0.49359,0.44225
0.53513,0.54139,0.54394,0.5705,0.57168,0.56619,0.56702,0.54426,0.54961,0.52975
0.42804,0.44476,0.44713,0.59424,0.61389,0.58381,0.6003,0.4438,0.44425,0.56712
0.44165,0.45239,0.46045,0.47757,0.48517,0.47219,0.47319,0.45489,0.46368,0.4282
