0,2005,2008,2009,2010,2011,2012,2013,2014,2015,2016
1,0.21151,0.21703,0.22089,0.23497,0.24201,0.22882,0.23047,0.21839,0.22336,0.20612
5,0.23595,0.24361,0.24848,0.26464,0.27324,0.25787,0.25973,0.24507,0.25155,0.2308
17,0.27455,0.28204,0.28702,0.30628,0.31552,0.29783,0.30041,0.28367,0.29051,0.26748
50,0.35872,0.36798,0.37459,0.39971,0.41254,0.38935,0.39227,0.37014,0.37952,0.34937
83,0.47074,0.48718,0.49563,0.52714,0.54439,0.51424,0.51772,0.48997,0.50178,0.46286
95,0.54153,0.57044,0.58062,0.61658,0.63275,0.60042,0.60464,0.57354,0.58712,0.54167
99,0.70225,0.77659,0.79129,0.84253,0.86764,0.82165,0.82586,0.78093,0.80042,0.73822
